,DBA,EPP,EWJ,FEZ,FXE,GLD,ILF,QQQ,SHV,SPY,USO,XBI
2007-06-15,2.0,-2.0,-2.0,-0.8887200921561971,-2.0,-2.0,2.0,2.0,1.774892474258943,2.0,1.809013779186037,-1.6951861612887826
2007-06-22,2.0,2.0,-2.0,-2.0,-1.8183837904959328,-2.0,1.9999999999999998,2.0,2.0,-1.181616209504067,2.0,-2.0
2007-06-29,2.0,1.9999999999999998,-2.0,-1.2936355575250487,-1.7063644424749507,-2.0,1.9999999999999996,2.0,2.0,-2.0,2.0,-2.0
2007-07-06,2.0,2.0,-2.0,-1.210415725311263,0.8410899131394363,-2.0,1.9999999999999998,2.0,-0.6306741878281732,-2.0,2.0,-2.0
2007-07-13,2.0,2.0,-2.0,-1.3732474729360888,2.0,-2.0,2.0,2.0,-1.6267525270639107,-2.0,2.0,-2.0
2007-07-20,2.0,2.0,-2.0,-1.3899363430887781,2.0,-1.610063656911221,1.9999999999999998,2.0,-2.0,-2.0,2.0,-2.0
2007-07-27,-1.039025037723138,2.0,-2.0,-2.0000000000000004,2.0,2.0,0.9351045386846983,2.0,-0.8960795009615603,-2.0,2.0,-2.0
2007-08-03,-0.41750706287299993,1.6840923924069782,-2.0,-1.9999999999999998,2.0,-2.0,2.0,2.0,1.7334146704660214,-2.0,2.0,-2.0000000000000004
2007-08-10,-2.0,-2.0,-2.0,-1.0599936761783852,2.0,2.0,0.9022696365787887,2.0,-0.8422759604004034,-2.0,2.0,2.0
2007-08-17,-2.0,-2.0000000000000004,-2.0,0.21755054673082333,0.7824494532691774,2.0,-2.000000000000001,2.0,-2.0,2.0,2.0,2.0
2007-08-24,0.2062896638252872,1.8802085685285732,-2.0,-2.0000000000000004,1.2116143313366845,2.0,-0.9518313637481899,2.0,-2.0,-2.0,0.6537188000576456,2.0
2007-08-31,1.767517972120731,0.7076101088981424,-2.0,-2.0,-1.3262513930458621,2.0,-0.14887668797301049,2.0,-2.0,-2.0,2.0,2.0
2007-09-07,-1.7863616479855104,1.4437189763794875,-2.0,-2.0,-2.0,2.0,-0.6573573283939766,2.0,2.0,-2.0,2.0,2.0
2007-09-14,1.9982286193123322,2.0,-2.0,-2.0,0.023159802371752792,2.0,0.31024479519840054,-1.3316332168824851,-2.0,-2.0,2.0,2.0
2007-09-21,2.0,0.25157933145839295,-2.0,-1.0293973221284407,0.2937529123631405,2.0,1.4840650783069071,-2.0,-2.0,-2.0,2.0,2.0
2007-09-28,2.0,2.0,-2.0,-2.0,-0.21562055503581506,2.0,1.215620555035815,-2.0,-2.0,-2.0,2.0,2.0
2007-10-05,2.0,2.0,-2.0,-2.0,-0.1723138177583185,2.0,1.1723138177583183,-2.0,-2.0,-2.0,2.0,2.0
2007-10-12,2.0,1.9999999999999996,-2.0,-2.0,1.8900835705438193,2.0,1.9999999999999996,-2.0,-2.0,-2.0,2.0,-0.8900835705438181
2007-10-19,2.0,2.000000000000001,-2.0,-2.0000000000000004,2.0,2.0,2.0,-1.7439732723331143,-2.0,-2.0,2.0,-1.2560267276668862
2007-10-26,2.0,1.8527274298444332,-2.0,-2.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-0.8527274298444327
2007-11-02,2.0,1.9999999999999996,-2.0,-2.0,2.0,2.0,1.0684954146643277,-0.49887678926301365,-1.5696186254013127,-2.0,2.0,-2.0
2007-11-09,2.0,-0.1718094551161259,-2.0,1.171809455116127,2.0,2.0,1.9999999999999998,-2.0000000000000004,-2.0,-2.0,2.0,-2.0
2007-11-16,0.9795865823303654,0.3930916531829756,-2.0,-2.0,2.0,2.0,1.9999999999999998,-2.0,-2.0,-2.0,2.0,1.6273217644866589
2007-11-23,2.0,-1.3476766793767627,-2.0,2.0,2.0,2.0,2.0000000000000004,-2.0,-2.0,-2.0,2.0,-1.6523233206232373
