,DBA,EPP,EWJ,FEZ,FXE,GLD,ILF,QQQ,SHV,SPY,USO,XBI
2007-06-15,-0.5775679873071392,2.0,-2.0,1.5775679873071398,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0
2007-06-22,-0.9396940637004243,2.0,-2.0,1.9396940637004245,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0
2007-06-29,-1.0954436730583494,2.0,-2.0,2.0,2.0,-2.0,1.9999999999999998,-1.9045563269416503,2.0,-2.0,2.0,-2.0
2007-07-06,-1.3656374692717328,2.0,-2.0,0.7335209127414244,2.0,-2.0,2.0,-0.3678834434696907,2.0,-2.0,2.0,-2.0
2007-07-13,2.0,2.0,-2.0,1.9999999999999998,2.0,-2.0,2.0000000000000004,-1.9591239922078105,-1.0408760077921893,-2.0,2.0,-2.0000000000000004
2007-07-20,1.9938845703248096,2.0,-2.0,-0.9938845703248093,2.0,-2.0,2.0,2.0,-2.0,-2.0,2.0,-2.0
2007-07-27,2.0,-0.9797104454459785,-2.0,-2.0,2.0,-2.0,1.9999999999999998,2.0,-1.9637078916373967,-2.0,2.0,1.9434183370833757
2007-08-03,1.4440107134534566,-0.47295636709832684,-2.0,-1.9710543463551298,2.0,-2.0,2.0,2.0,-2.0,-2.0,2.0,2.0
2007-08-10,2.0,-2.0,-2.0,0.33096934268195155,2.0,-2.0,1.9999999999999996,2.0,0.6690306573180488,-2.0,-2.0,2.0
2007-08-17,-1.060871381784961,-2.0,-2.0,-2.0,0.18658236190428412,-2.0,0.20868060319015214,2.0,2.0,1.665608416690525,2.0,2.0
2007-08-24,2.0,-0.9988178296949528,-2.0,-2.0,-2.0,-2.0,1.9999999999999993,2.0,1.998817829694954,-2.0,2.0,2.0
2007-08-31,2.0,-0.5181460708446034,-2.0,-2.0,-2.0,-2.0,2.0,2.0,1.5181460708446035,-2.0,2.0,2.0
2007-09-07,2.0,-0.9771702716413109,-2.0,-2.0,-2.0,0.13955308541950007,2.0000000000000004,2.0,-0.16238281377818975,-2.0,2.0,2.0
2007-09-14,2.0,-1.0134357095153737,-2.0,-1.9999999999999998,2.0,-1.986564290484627,2.0,2.0,-2.0,-2.0,2.0,2.0
2007-09-21,2.0,-1.2497149187558285,-2.0,-2.0,-1.7502850812441697,2.0,1.9999999999999996,2.0,-2.0,-2.0,2.0,2.0
2007-09-28,2.0,1.9999999999999998,-2.0,-2.0,2.0,2.0,1.8484937471928866,-2.0,-2.0,-2.0,2.0,-0.8484937471928864
2007-10-05,2.0,2.0000000000000004,-2.0,-2.0000000000000004,0.05139736024971464,2.0,0.9486026397502857,-2.0,-2.0,-2.0,2.0,2.0
