date,returns,cumulative_returns
2007-06-15,0.005730939281632641,1.0057309392816327
2007-06-18,0.00024172494574057723,1.00597404953836
2007-06-19,-0.0030633568184788304,1.0028923920744939
2007-06-20,-0.011443679139571563,0.9914156133280759
2007-06-21,0.007658501159923443,0.9990083709527152
2007-06-22,-0.014487592358844666,0.9845351449112788
2007-06-25,-0.0009735355323297959,0.9835766649648802
2007-06-26,-0.006746976830663817,0.9769404959951805
2007-06-27,-0.003802279486299201,0.9732258951879231
2007-06-28,-0.0006388357220562598,0.9726041637204469
2007-06-29,-0.0024265754802802373,0.9702440663047444
2007-07-02,0.005690483257626419,0.9757652239198628
2007-07-03,0.0053461369961851175,0.9809817984830516
2007-07-05,6.887742450261325e-05,0.981049365982815
2007-07-06,0.005109195761595687,0.9860617392454105
2007-07-09,0.0005165706102856736,0.9865711097598319
2007-07-10,-0.010714272548174237,0.9760007180017103
2007-07-11,0.0082000498596432,0.9840039725523719
2007-07-12,0.015152721750187654,0.9989143109495373
2007-07-13,6.722033094530631e-05,0.9989814583001053
2007-07-16,0.004921676416973397,1.0038981217844147
2007-07-17,0.00610257949240454,1.0100244898748798
2007-07-18,-0.00856793595347081,1.001370664734195
2007-07-19,0.004024195013957625,1.0054003755703418
2007-07-20,-0.004521607450654794,1.0008543497412719
2007-07-23,0.007198222618695918,1.0080587221595998
2007-07-24,-0.016251724875650058,0.9916760291485626
2007-07-25,0.000429663472413726,0.992102116114756
2007-07-26,-0.024602144058904714,0.9676942769329565
2007-07-27,-0.004150688609096258,0.9636776793206032
2007-07-30,0.010103551116162002,0.9734142460131233
2007-07-31,-0.002065852924370335,0.9714033153463734
2007-08-01,-0.0041152622014244454,0.96740573600039
2007-08-02,0.0036508250179976155,0.9709375650639347
2007-08-03,-0.01617566147938003,0.955232007693847
2007-08-06,0.0022883354284380024,0.9574178989394307
2007-08-07,0.0047520558901676295,0.9619676023054379
2007-08-08,0.011305195336272313,0.9728428339566665
2007-08-09,-0.018514978855109988,0.9548306694566135
2007-08-10,-0.004792540253895605,0.9502546050375886
2007-08-13,-0.0009104785748529835,0.9493894185790466
2007-08-14,-0.0043951562724928615,0.9452167037209405
2007-08-15,-0.004096040154909969,0.9413450581474079
2007-08-16,-0.012029149122081915,0.9300214780676179
2007-08-17,-0.012729431020916282,0.9181828338145855
2007-08-20,0.0058017561836567096,0.9235099067483968
2007-08-21,0.012224252639219174,0.9347991251633109
2007-08-22,-0.12676524072442769,0.8162990890329993
2007-08-23,-0.04960889643976727,0.7758033920612849
2007-08-24,0.01239972262606973,0.7854231389352089
2007-08-27,-0.0017582417161289149,0.7840421752075201
2007-08-28,-0.014145574136350382,0.7729514484920966
2007-08-29,0.018554815298875236,0.7872934198538656
2007-08-30,-0.0006511314193530178,0.7867807883719489
2007-08-31,-0.0002066331359965633,0.7866182133903057
2007-09-04,0.03319014925449093,0.8127261892990308
2007-09-05,0.0036750440404265555,0.8157129938375128
2007-09-06,-0.0017866171561532306,0.8142556270082256
2007-09-07,-0.00450367202184528,0.8105884867222386
2007-09-10,0.005835128626462312,0.8153183748053924
2007-09-11,0.012048768254119728,0.8251419569567481
2007-09-12,0.002457341396943798,0.8271696124459331
2007-09-13,0.0005600755405712186,0.8276328899137679
2007-09-14,-0.00018948263280382956,0.827476067854792
2007-09-17,0.0009265186300018288,0.8282427398475402
2007-09-18,0.02089323395470622,0.8455474091824617
2007-09-19,0.0015332283006732731,0.8468438263997813
2007-09-20,0.010816137828114874,0.8560034059450095
2007-09-21,0.0008284211772714586,0.8567125372943108
2007-09-24,0.0032304980135963307,0.8594801454442633
2007-09-25,-0.0027845921048862887,0.8570868438169528
2007-09-26,0.008961294088293702,0.864767451083604
2007-09-27,0.016367159856573065,0.8789212381942506
2007-09-28,-0.0028083175630150502,0.8764529482445228
2007-10-01,0.009268257998260556,0.8845761402921891
2007-10-02,-0.014623136931513233,0.8716408622663471
2007-10-03,-0.008866506843257264,0.8639124525961999
2007-10-04,0.008813659875130251,0.8715266831152724
2007-10-05,0.01251767219635414,0.8824361684448853
2007-10-08,-0.009803115957020167,0.8737855443609515
2007-10-09,0.010052410337672473,0.8825691951999942
2007-10-10,0.003056093203422922,0.8852664089189953
