,DBA,EPP,EWJ,FEZ,FXE,GLD,ILF,QQQ,SHV,SPY,USO,XBI
2007-06-15,0.4294201687736591,2.0,-2.0,1.3921563101085326,2.0,-2.0,2.0,-2.0,2.0,-2.0,1.1784235211178085,-2.0
2007-06-22,-0.02333249787235504,2.0,-2.0,1.6730887627031656,2.0,-2.0,1.9999999999999998,-2.0,2.0,-2.0,1.350243735169191,-2.0
2007-06-29,-0.9829428994173356,1.9999999999999998,-2.0,2.0,2.0,-2.0,1.9999999999999996,-1.7601856510936083,2.0,-2.0,1.7431285505109444,-2.0
2007-07-06,-1.489227936648159,2.0,-2.0,1.4813251019738893,2.0,-2.0,1.9999999999999998,-0.9920971653257296,2.0,-2.0,2.0,-2.0
2007-07-13,0.037798610967890875,2.0,-2.0,0.8839048315402707,2.0,-2.0,2.0,-0.8193519070125748,0.8976484645044135,-2.0,2.0,-2.0
2007-07-20,-1.52065706936442,2.0,-2.0,-1.0253218980656302,2.0,-2.0,1.9999999999999998,2.0,1.5459789674300506,-2.0,2.0,-2.0
2007-07-27,-1.2137114424148636,2.0,-2.0,-2.0000000000000004,2.0,-2.0,1.9999999999999998,2.0,1.9882966852396833,-2.0,2.0,-1.7745852428248192
2007-08-03,-1.0291038219981785,2.0,-2.0,-1.5359018240015179,2.0,-2.0,2.0,2.0,1.565005645999697,-2.0,2.0,-2.0000000000000004
2007-08-10,-1.0869735100350395,-0.6837238319517219,-2.0,-1.2644298778612635,2.0,-2.0,1.9999999999999996,0.8694503470925871,2.0,-2.0,1.165676872755439,2.0
2007-08-17,-2.0,-2.0000000000000004,-2.0,1.3348930874377873,2.0,-2.0,1.2716163402151832,1.0652857109363667,2.0,-2.0,1.3282048614106625,2.0
2007-08-24,-0.7185959212946907,-0.025867469809105193,-2.0,-2.0000000000000004,2.0,-2.0,2.0000000000000004,0.9654427496228921,2.0,-2.0,0.7790206414809039,2.0
2007-08-31,-0.738869818750461,-0.8413590837595488,-2.0,-2.0,2.0,-2.0,2.0,2.0,0.6500467467742675,-2.0,1.9301821557357424,2.0
2007-09-07,-1.0701003930260575,-0.4662714255881278,-2.0,-2.0,2.0,-0.9599877970728703,2.0000000000000004,1.1325363898183474,0.36382322586870824,-2.0,2.0,2.0
2007-09-14,-0.5841608225372531,0.7225464307645552,-2.0,-2.0,2.0,0.9859674908729528,1.9999999999999996,-1.2581693667854852,-0.8661837323147693,-2.0,2.0,2.0
2007-09-21,0.25557951108304555,1.0584286689284403,-2.0,-1.9999999999999998,2.0,1.6859918199885147,1.9999999999999996,-2.0,-2.0,-2.0,2.0,2.0
