,DBA,EPP,EWJ,FEZ,FXE,GLD,ILF,QQQ,SHV,SPY,USO,XBI
2007-06-15,2.0,-2.0,-2.0,-1.2629245988261872,-1.7370754011738136,-2.0,2.0,2.0,2.0,-2.0,2.0,2.0
2007-06-22,2.0,2.0,-2.0,-1.1402363712808483,-1.8597636287191517,-2.0,2.0,2.0,2.0,-2.0,2.0,-2.0
2007-06-29,2.0,2.0,-2.0,-0.694761202853616,1.6947612028536163,-2.0,1.9999999999999998,2.0,2.0,-2.0,-2.0,-2.0
2007-07-06,2.0,-1.7914383964737246,-2.0,2.0,2.0,-2.0,2.0,2.0,-1.2085616035262754,-2.0,2.0,-2.0
2007-07-13,2.0,2.0,-2.0,-0.8987752845316384,1.8987752845316386,-2.0,2.0000000000000004,2.0,-2.0,-2.0,2.0,-2.0000000000000004
2007-07-20,2.0,2.0,-2.0,-0.9927985379097324,1.992798537909733,-2.0,2.0,2.0,-2.0,-2.0,2.0,-2.0
2007-07-27,2.0,2.0,-2.0,-2.0,2.0,-2.0,1.9999999999999998,2.0,-0.999999999999999,-2.0,2.0,-2.0
2007-08-03,2.0,2.0,-2.0,-1.6996592431934225,2.0,-2.0,2.0,2.0,-1.3003407568065772,-2.0,2.0,-2.0
2007-08-10,2.0,-1.4838977843730714,-2.0,-2.0,2.0,-2.0,1.9999999999999996,2.0,-1.516102215626927,-2.0,2.0,2.0
2007-08-17,2.0,-2.0,-2.0,1.3708435544676907,-2.0,-2.0,-1.9999999999999998,2.0,-0.3708435544676907,2.0,2.0,2.0
2007-08-24,1.6446004971620936,2.0,-2.0,-2.0,2.0,-2.0,-0.6446004971620932,2.0,-2.0,-2.0,2.0,2.0
2007-08-31,2.0,-0.6249128977353781,-2.0,-2.0,2.0,-2.0,1.2531528176715259,2.0,-1.628239919936147,-2.0,2.0,2.0
2007-09-07,-2.0,0.10015912164414577,-2.0,-2.0,1.9440173340723554,2.0,0.9558235442834994,2.0,-2.0,-2.0,2.0,2.0
2007-09-14,-2.0,2.0,-2.0,-1.9999999999999998,2.0,2.0,-1.2287644527598287,2.0,-1.7712355472401706,-2.0,2.0,2.0
2007-09-21,2.0,0.4927045291760464,-2.0,-2.0,-0.3736223427589086,2.0,1.9999999999999996,-1.1190821864171372,-2.0,-2.0,2.0,2.0
2007-09-28,2.0,1.9999999999999998,-2.0,-2.0,0.01271889616512853,2.0,0.9872811038348716,-2.0,-2.0,-2.0,2.0,2.0
2007-10-05,1.8244477174018645,2.0000000000000004,-2.0,-2.0000000000000004,-2.0,2.0,-0.652675908942032,1.8282281915401668,-2.0,-2.0,2.0,2.0
2007-10-12,2.0,2.0,-2.0,-2.0,0.1436776049204405,2.0,0.8563223950795603,-2.0,-2.0,-2.0,2.0,2.0
2007-10-19,2.0,0.6094801538006005,-2.0,-2.0,0.3905198461994011,2.0,1.9999999999999998,-2.0000000000000004,-2.0,-2.0,2.0,2.0
2007-10-26,2.0,2.0000000000000004,-2.0,-2.0,-0.10037229906892524,2.0,1.1003722990689249,-2.0,-2.0,-2.0,2.0,2.0
2007-11-02,2.0,2.0,-2.0,-2.0000000000000004,2.0,2.0,1.4658255538839133,-2.0,-2.0,-2.0,2.0,-0.46582555388391295
2007-11-09,2.0,1.827578194014363,-2.0,-2.0,2.0,2.0,2.0,-2.0,-0.8275781940143628,-2.0,2.0,-2.0
2007-11-16,2.0,0.39289723852946457,-2.0,-2.0,2.0,2.0,1.9999999999999996,-2.0,-2.0,-2.0,2.0,0.6071027614705361
2007-11-23,2.0,-0.48725690893444273,-2.0,1.4872569089344432,2.0,2.0,1.9999999999999998,-2.0,-2.0,-2.0,2.0,-2.0
2007-11-30,2.0,0.5580560727104269,-2.0,0.4419439272895733,2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0
2007-12-07,2.0,-0.18844594947535453,-2.0,2.0,0.6788076382402931,2.0,1.9999999999999998,-2.0,-2.0,-2.0,2.0,-1.4903616887649387
2007-12-14,2.0,-0.1099943906185493,-2.0,2.0,1.1099943906185497,2.0,1.9999999999999996,-2.0,-2.0,-2.0,2.0,-2.0
2007-12-21,2.0,-1.9999999999999998,-2.0,1.2720347381055492,-0.2720347381055493,2.0,1.9999999999999998,-2.0,-2.0,-2.0,2.0,2.0
2007-12-28,2.0,-2.0000000000000004,-2.0,0.9368570760596205,0.06314292394037976,2.0,1.9999999999999998,-2.0,-2.0,-2.0,2.0,2.0
2008-01-04,2.0,-0.5439090640769096,-2.0,2.0,1.5439090640769086,2.0,2.000000000000001,-2.0,-2.0,-2.0,2.0,-2.0
2008-01-11,2.0,-1.7803714000224633,-2.0,2.0,-1.2196285999775371,2.0,2.0000000000000004,-2.0,-2.0,-2.0,2.0,2.0
2008-01-18,2.0,-1.7069100118417397,-2.0,2.0000000000000004,-1.2930899881582603,2.0,1.9999999999999996,-2.0,-2.0,-2.0,2.0,2.0
2008-01-25,2.0,-1.9576995278405247,-2.0,-0.7549512097084335,2.0,2.0,2.0000000000000004,-1.9999999999999998,-2.0,2.0,-2.0,1.7126507375489572
2008-02-01,2.0,-0.4003394691223151,-0.2993423397986297,-2.0,2.0,2.0,2.0000000000000004,-2.0,-1.666409611398668,2.0,-0.6339085796803878,-2.0
2008-02-08,2.0,-2.0000000000000004,0.1716989884749595,-2.0,-2.0,2.0,1.9999999999999998,-2.0,0.8283010115250404,2.0,-2.0,2.0
